1480388733.000000, 1480388733.000000, 1480388733.000000
32.000000, 32.000000, 32.000000
-25,-56,9
-25,-56,9
-25,-56,10
-25,-57,10
-25,-58,10
-25,-58,10
-24,-58,10
-24,-55,10
-24,-55,9
-25,-58,9
-25,-59,9
-25,-59,8
-25,-58,9
-25,-57,9
-25,-57,9
-25,-57,9
-24,-58,9
-24,-58,9
-25,-58,9
-24,-57,10
-24,-57,10
-24,-57,11
-24,-58,11
-24,-58,11
-24,-59,11
-25,-58,10
-25,-57,10
-25,-56,10
-25,-56,10
-25,-58,9
-25,-58,9
-24,-59,9
-24,-59,8
-24,-58,9
-24,-57,9
-24,-57,9
-24,-58,9
-24,-58,10
-24,-58,10
-24,-58,10
-24,-58,10
-24,-58,10
-24,-58,10
-24,-58,10
-24,-58,10
-24,-58,10
-24,-58,10
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,10
-24,-58,10
-24,-58,10
-24,-58,10
-24,-58,10
-24,-58,10
-23,-58,10
-24,-57,9
-24,-57,10
-24,-58,9
-24,-57,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-57,9
-24,-58,9
-24,-58,9
-24,-59,9
-24,-59,9
-24,-58,9
-24,-58,9
-23,-58,10
-24,-59,10
-24,-58,10
-24,-58,10
-24,-58,10
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,10
-24,-58,10
-24,-58,10
-23,-58,10
-23,-58,10
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,10
-24,-58,10
-24,-58,10
-24,-58,9
-23,-58,9
-23,-58,9
-23,-58,9
-23,-58,9
-23,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-25,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-57,9
-23,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-59,9
-24,-58,9
-24,-58,9
-25,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,8
-24,-58,8
-25,-58,8
-24,-58,9
-25,-58,9
-25,-58,9
-25,-58,9
-24,-58,10
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,9
-24,-58,8
-24,-58,8
-24,-58,8
-24,-58,8
-25,-58,8
-25,-58,8
-25,-58,8
-25,-58,8
-25,-58,9
-25,-58,8
-25,-58,8
-24,-58,8
-24,-58,8
-25,-58,8
-24,-58,8
-25,-58,9
-25,-57,9
-24,-58,8
-25,-58,8
-24,-58,9
-24,-57,9
-23,-56,8
-22,-56,7
-21,-56,7
-23,-59,6
-23,-60,6
-25,-61,7
-24,-59,9
-24,-58,9
-25,-58,9
-25,-58,9
-25,-59,8
-25,-61,7
-25,-60,6
-25,-59,6
-25,-57,6
-24,-57,6
-23,-58,7
-23,-58,7
-23,-59,7
-23,-59,7
-23,-59,7
-22,-59,6
-22,-58,7
-22,-56,7
-22,-57,7
-23,-57,7
-23,-58,7
-23,-58,8
-24,-58,8
-24,-58,8
-24,-58,9
-24,-58,9
-24,-58,9
-25,-58,8
-25,-58,8
-25,-58,8
-25,-58,8
-24,-58,8
-24,-58,8
-24,-58,8
-24,-58,8
-24,-58,8
-24,-58,9
-24,-58,10
-23,-59,11
-24,-58,13
-25,-59,11
-24,-57,11
-24,-56,10
-23,-52,9
-23,-57,8
-23,-54,9
-23,-49,7
-24,-55,7
-23,-63,9
-21,-69,8
-23,-67,7
-28,-62,8
-28,-55,6
-28,-54,6
-27,-54,6
-26,-54,7
-24,-57,7
-23,-59,5
-23,-60,6
-24,-58,5
-25,-56,5
-26,-57,5
-25,-58,7
-25,-57,7
-24,-57,8
-23,-57,8
-24,-60,8
-24,-63,7
-23,-62,7
-25,-56,7
-26,-54,7
-27,-57,8
-26,-60,10
-24,-59,11
-24,-59,12
-23,-59,13
-23,-58,13
-23,-58,13
-22,-59,14
-21,-59,14
-22,-55,14
-21,-54,14
-21,-53,13
-22,-54,12
-23,-58,12
-24,-59,11
-24,-60,11
-24,-58,11
-24,-55,10
-25,-54,10
-25,-54,10
-26,-57,9
-27,-59,9
-27,-58,9
-27,-58,8
-27,-57,8
-26,-57,8
-25,-56,7
-26,-57,8
-26,-59,7
-26,-58,8
-25,-58,8
-24,-58,9
-24,-58,9
