1480520626.000000, 1480520626.000000, 1480520626.000000
32.000000, 32.000000, 32.000000
23,32,52
22,33,50
23,35,48
22,37,48
23,37,45
26,33,46
25,33,46
23,31,45
22,30,46
22,31,47
23,31,46
24,32,47
25,33,47
25,34,48
24,34,48
25,32,48
23,31,52
22,32,54
21,34,55
19,34,54
16,35,56
17,35,54
19,34,52
19,33,51
20,33,47
21,34,47
22,34,48
20,35,51
18,37,52
17,37,50
17,35,51
15,35,50
14,35,49
15,34,48
16,34,48
17,34,48
18,35,48
19,36,52
16,36,51
15,36,50
15,36,50
18,33,50
19,30,50
18,30,49
18,32,51
19,31,51
19,33,50
18,34,48
21,33,50
24,33,53
20,32,50
19,33,48
25,33,52
27,33,52
23,31,51
25,29,49
26,30,51
27,32,52
26,33,52
22,32,50
21,32,49
23,30,50
24,30,50
24,30,49
25,32,50
26,33,50
25,32,49
25,32,50
24,32,49
24,32,49
25,33,49
23,32,49
23,32,49
24,32,49
24,33,49
24,32,50
23,33,50
22,33,50
22,33,49
24,32,49
24,33,50
23,33,49
24,33,49
24,33,49
23,32,46
23,33,47
23,32,49
23,31,50
22,32,51
22,35,51
25,36,50
25,36,50
24,34,50
22,33,49
22,31,50
22,31,52
21,32,50
21,32,50
23,33,50
24,32,50
24,32,49
23,33,49
22,33,50
21,33,49
22,33,49
22,33,50
21,34,50
21,33,50
21,33,50
21,33,50
20,32,49
21,32,50
22,33,50
22,33,49
23,33,49
24,33,50
23,33,51
21,32,51
20,32,49
21,32,49
22,33,50
23,32,50
23,32,50
23,32,51
20,32,52
20,32,50
21,32,51
23,33,51
22,33,51
22,34,50
22,33,50
21,33,49
21,33,48
20,36,49
21,36,50
22,35,50
22,32,50
22,31,50
21,32,50
20,32,50
22,31,48
22,31,48
22,33,48
22,32,48
23,33,51
22,34,49
26,33,49
26,34,49
24,32,48
23,31,49
23,32,49
22,32,49
23,33,49
24,34,48
23,34,47
22,35,46
21,35,46
23,36,46
24,35,48
24,36,48
21,35,46
23,37,47
21,38,46
23,38,45
20,42,43
29,43,43
45,38,38
42,35,34
47,29,26
50,29,24
56,25,18
52,26,13
46,28,12
38,30,12
36,31,13
34,36,11
34,38,10
37,43,8
40,46,7
41,51,7
40,54,7
40,57,7
44,60,9
45,58,10
43,57,13
43,58,15
36,59,18
32,57,16
28,56,17
28,56,18
28,54,18
29,55,18
28,58,19
24,58,18
23,56,17
24,58,17
25,59,18
25,60,18
25,60,18
22,58,15
21,58,14
23,61,14
23,60,13
22,58,9
21,59,8
20,62,6
19,62,4
19,62,4
20,60,5
21,59,5
22,58,6
21,59,6
20,60,7
19,60,7
19,59,6
19,59,6
19,58,6
21,59,7
21,59,7
20,60,7
20,61,8
20,63,8
20,62,8
21,61,8
21,62,8
20,64,7
19,62,7
20,55,8
21,54,10
20,54,10
18,57,10
17,59,10
17,60,8
20,59,8
23,61,9
24,62,10
23,60,11
22,59,11
21,58,12
21,58,12
20,57,11
22,59,12
22,60,12
22,61,12
21,61,11
